scenario_id,seed,source_frame_number,time_seconds,uav_xyz,image_path,label_path,image_sha256,label_sha256,frame_pair_sha256,perceptual_dhash64,person_gt,vehicle_gt,label_empty,split
T14_low_close,4114,1,0.0,"[-25, 12, 44]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0001.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0001.txt,200360222B8675F80A426B02DB2704665B9B6B4DBAB9C79A2AD0AE2F1027DFBF,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,B9E4BB014D3D5954AA4C37E0FC8D22C894750B5AF16F607669161FDD81B1C347,0404040404040404,0,0,True,train
T14_low_close,4114,10,0.9,"[-23, 12, 44.15]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0010.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0010.txt,B860FE311207F3B725DAF3DF7CBA10D33611A7DFB8689FF7D7604F0F3C757E0A,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,55712B31FEED23567B13BE185B284C6682DBB9DFF370330E2C5B5A4893EA300E,0404040404040404,0,0,True,train
T14_low_close,4114,20,1.9,"[-20.77777777777778, 12, 44.31666666666667]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0020.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0020.txt,4DCF16C4B6E3C844DE9EB87378D6F6A425FFD9C88A6D5152DE90000A36133FEC,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,F61153D3D550FE1B1597E5D1E0E52C02C11CFD4FC1C220ACFD3A3A9404941A27,4800010004040404,0,0,True,train
T14_low_close,4114,29,2.8,"[-18.77777777777778, 12, 44.46666666666667]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0029.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0029.txt,7B8602E1CAE942FCF6D679C3A238E0EC0726203FD02571AE015506176916F4B3,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,D9C88046C216AA4074857139740DE0553672303BC782C736B47B378D6024A10D,3404080000000004,0,0,True,train
T14_low_close,4114,39,3.8,"[-16.555555555555557, 12, 44.63333333333333]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0039.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0039.txt,2A824960ED9ACC7FD13BC194F1177241DD2F375E322FEE52B4E050C55CDFB24A,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,B9C5343DB3DF38E4FE00E2CCCB34843139F3C507FBF32E2AD9D23E16FF409042,61C2622424000000,0,0,True,train
T14_low_close,4114,48,4.7,"[-14.555555555555555, 12, 44.78333333333333]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0048.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0048.txt,38554B6D4DB121F1F7457F6D2E751EBF760A8699956E5B12318D970E28F63F1E,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,9ED48BDAB334F9BC866BA5B4501AE97562FB5684CBCCE97B59F215E6292AD567,9292C0499991C1D2,0,0,True,train
T14_low_close,4114,58,5.7,"[-12.333333333333334, 12, 44.95]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0058.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0058.txt,283226BBF85BEC3C89FE79CEE6DECF2EF91E5602D8841B8FF5597D64190D2158,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,7D0EB824C7F5226D4E5C9721D6A43205BD4F6EBCB32B3BA73AE81D1A61AB55BB,909090C848840432,0,0,True,train
T14_low_close,4114,67,6.6,"[-10.333333333333334, 12, 45.1]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0067.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0067.txt,544A4B88BBB909E92C75B920201F4DE62C680BE762996BE8B10BB92F5D7897FF,A686E5B1C23317862DDE41D47EC320AD4CED952977F97A81538CD34FA93D07BB,7A35C4C0821757102833D1821A71C4B61E5293976C9F38D2E6125930E6E3D679,644404981020C0C0,1,1,False,train
T14_low_close,4114,77,7.6,"[-8.11111111111111, 12, 45.266666666666666]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0077.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0077.txt,3BABF83E815CA96171B1F5ADE72E595A1BB59EC2499492624922B50BA6488CA1,7152CA01B4EC4CBE19562E94CC737A709D82F45134BD813C4078DD1AAE9E58EA,E455801BFA804E51D3679D3F4051366C67D68FF9D06567D1DBAB245F98D892D8,3844444444D42030,0,1,False,train
T14_low_close,4114,86,8.5,"[-6.111111111111111, 12, 45.416666666666664]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0086.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0086.txt,C6E92925B68644D571369289A7AB5252031E0BA427D55275FCF06C8346997E2E,6703E37480B9A036416BC459E772529E371005BE67273AB344E306F26DCF11D4,B2FFA13BD6EA48A0EC53BF301C133D24EF0214EC660D60E3FF2EB06F429281FA,2418200050C4C4C4,0,1,False,train
T14_low_close,4114,96,9.5,"[-3.8888888888888893, 12, 45.583333333333336]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0096.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0096.txt,E6F26996704F756BAA701A75B75B13E6EE66C2072D51BFE937A9ED9EA72A2093,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,915585492EEFAF506DEAA49571FD2A5F00EEBD24F00E76C5A1D156563245AF5F,F272646408080000,0,0,True,train
T14_low_close,4114,105,10.4,"[-1.8888888888888928, 12, 45.733333333333334]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0105.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0105.txt,FEC5CDFB7DA967545C36A285F1E09D2D691823C5DA5D4CDD6DDD26DCE4CEA32A,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,F9AB987DBC0DD3002009C59E4EAF789A7F8FA4D50D96CCFA7861008B2DE112D3,900402E272646464,0,0,True,train
T14_low_close,4114,115,11.4,"[0.33333333333333215, 12, 45.9]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0115.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0115.txt,ED455EA47E46DB70A49005CF925BE0D5C2DAAFD64759D0A762DF5029209D5ABF,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,92F07F1CD4E8971B2DCAC460DA59357EAD67175521804F6395E463AF7A24CB7D,20101090180402C2,0,0,True,train
T14_low_close,4114,124,12.3,"[2.3333333333333357, 12, 46.05]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0124.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0124.txt,86E4FA0EA69B02DE5A340E0F89E17B4F307169C974E37C1DDFE17FD91D3F151B,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,56DCEF658E9373059E6E7BC85A4D126C1105240E300648B4DADF880BF09C242F,2020202020901020,0,0,True,train
T14_low_close,4114,134,13.3,"[4.555555555555557, 12, 46.21666666666667]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0134.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0134.txt,5617AE9FDB94C0A09FF12810E72DB1083828996D96A22B58873EB67714FF4DDB,828AEE19FF7807F79A222F124EA67F2CC0C92D201B7A5CE26FFD11ED19027300,086F915805052AC54CFB0EAE1C7E5BBC2C58F4108FA93C690AF6C757BC28EC6F,1A1B444020202020,1,1,False,train
T14_low_close,4114,143,14.2,"[6.555555555555554, 12, 46.36666666666667]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0143.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0143.txt,22A6A4957D87B737F996448648648B76AD3C27F790F92754A572CE7C20588A22,B1D13E9C3DB00569DED5D7C01F7F3455F42DB1A2F24D1209861DE6D3FDC13EC8,E6C355B9D0B909EF03E915FA3F4529DADAD771880951CC1A67EA6403F9EF6A1E,1606525210000000,1,1,False,train
T14_low_close,4114,153,15.2,"[8.777777777777779, 12, 46.53333333333333]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0153.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0153.txt,6621B131DA4183207EBAFDA3EE1EE6FFB2601AA3A0A1C8EE38A3E40EEAF66DB9,FF48F5C9989E5A0C5761934223C423B2EB4125140C9EA7635A64BC9030DD9069,F31A7FE1CD0CD3A4E161721E8F4DB4EF27C1F240DDE478F6F8452922001786E9,6023161606060613,1,1,False,train
T14_low_close,4114,162,16.1,"[10.777777777777779, 12, 46.68333333333334]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0162.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0162.txt,EEE001AB9C346230E772D1720CDA5AADD945F698A62B46F9D2458C29CBD7E61B,06D8E8ACDE863C4F5696D3B012912EC27C0A8637AB9B10E21D656E0DF3028D7A,30238568B1EC14CB04D57188D21531A1A52F5F9EAE8C7C96F5116AE8A935474F,1A5A622459270603,0,1,False,train
T14_low_close,4114,172,17.1,"[13, 12, 46.85]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0172.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0172.txt,DC856DAE4DDE54F33991FA841564916FE2A80E9FAF853EA8345C7EC96FCF6B97,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,83EC57B499F23DC0CD0D9273ED87490A9FB8C8CBB97346CD6DA96F9213877FF2,C8C81A1ADA526418,0,0,True,train
T14_low_close,4114,181,18.0,"[15, 12, 47]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T14_low_close__frame_0181.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T14_low_close__frame_0181.txt,8C0690E0D2E335BD4094207382EA934357D135B8C371F90D6FE93DBAF6F0C8FF,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,3B916D108D0B0670D5536CEC526B9D901D45B3E311720B6139373C4FE7C380F1,8888C8C8C8181A18,0,0,True,train
T15_lateral_ascending,4115,1,0.0,"[-22, -16, 48]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0001.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0001.txt,7AD1856C123E1B7E1BFFEFAE8ED5D093176D227D247F2D2304D2511D45F8F13C,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,7445471F128D7953F0DA1E2B614F83B4425475C86723D376B2845F99CDA9339C,05010406030B0100,0,0,True,train
T15_lateral_ascending,4115,10,0.9,"[-22, -14.4, 48.75]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0010.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0010.txt,0DA5B8E3DFC5B1B91B0F431F6B7A1113EE7F6CEF2474162020F4DDF9101EC630,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,AAD461FAB8875925D0F1D3B952F09D46C4C9EFAE3D85490563773A1089B967AF,0B03090C04040401,0,0,True,train
T15_lateral_ascending,4115,20,1.9,"[-22, -12.622222222222222, 49.583333333333336]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0020.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0020.txt,A2405A783158B6E32F326B61E437E12CA1F954C9CB85F5C7090ED501A7D725D0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,AC89DDE2099471FE898C5B6AFB030F615DB3DB2CB9A2A4AB619EEF920967333B,0606031119190906,0,0,True,train
T15_lateral_ascending,4115,29,2.8,"[-22, -11.022222222222222, 50.333333333333336]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0029.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0029.txt,E8047A05D2EEFA2E88EE25D62E6FFDDA265EA9FAA548DCE7CA84E73F8856FC2B,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,7006DC3D502DA5F55F62B2B2D9A2DE9E3D8885B1E576E313A36961284DF71555,2C2C06223333330D,0,0,True,train
T15_lateral_ascending,4115,39,3.8,"[-22, -9.244444444444444, 51.166666666666664]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0039.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0039.txt,D8D43490FD0AB70E393EC13460FA2738A73CC6777CEB83B6742DB102DF6DA262,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,C980191348596A4CB7E03A64B2185A15F6075FB4129FF690DB8B39BAC50525FE,1959184C6626662B,0,0,True,train
T15_lateral_ascending,4115,48,4.7,"[-22, -7.644444444444444, 51.916666666666664]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0048.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0048.txt,EB0A92DB7FAE0E936C703ACDCE4C90E14D96B18DDB9A7FCE3D17FDB71F3FF054,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,6D14273E46B03D92EED44B71843CF8CAADFAB7F94B207C54B96CFDDA39A4D081,B3333399CD4D4C46,0,0,True,train
T15_lateral_ascending,4115,58,5.7,"[-22, -5.866666666666667, 52.75]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0058.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0058.txt,6522752F04BE245887D164EBE168AEC677FE99CC442DC546218DBEABEF9CBCA5,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,DC83248058F3FB2E78BCA45080911443712C3BFD15CEE533F6767CB9860713B5,6726A7339BDBD9CD,0,0,True,train
T15_lateral_ascending,4115,67,6.6,"[-22, -4.2666666666666675, 53.5]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0067.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0067.txt,4A4EB1CB04D47E796F6FA869D72BD67A09742EC5E316301331ADA172EAE121CE,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,A3C512230DCD6FFF98A75DEB122E08C4D74F8C642DC651A069003DB0DBD6FBD3,CE4F6E663693939A,0,0,True,train
T15_lateral_ascending,4115,77,7.6,"[-22, -2.488888888888889, 54.333333333333336]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0077.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0077.txt,DB8389A36283201CBAFFC926672A38C48E87D040C5E4244C28E757845B0F5C3A,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,424DF0F37F820925FE1282EA06F1B04CBDEE51F59D24FD0AA10A58B34F69398F,9DCCCFC464263737,0,0,True,train
T15_lateral_ascending,4115,86,8.5,"[-22, -0.8888888888888893, 55.083333333333336]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0086.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0086.txt,CDD59D8DEC5953C31056FD3CAD4CD4BB89E562E9631DC9884038720D00A44A09,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,3AA9BAADE0675187E49ABD30DBB168CC36A5E8E5B026D28AD96EC4739A7E664E,8B9D9F8DCC6C6666,0,0,True,train
T15_lateral_ascending,4115,96,9.5,"[-22, 0.8888888888888893, 55.916666666666664]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0096.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0096.txt,B4F7888C02650BF1A5C89C7FAA227310D9A0C4269FCE07CCE5F9E5366E1C4975,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,2BB73C1F79021E3EF0B95F8E74904B4174A3D52427A658E2EF2F96DD8DC15ABB,2E1A9B9BD9D84C4C,0,0,True,train
T15_lateral_ascending,4115,105,10.4,"[-22, 2.488888888888887, 56.666666666666664]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0105.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0105.txt,978AC90B5A1A65685186872183BD2698A9B1E6677996AE1BAAEF99F4A16A5E9D,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,DA0432B2F198185FE34A820269E0D7F6FE14748FD1DB62251589F3EA3CD7BEEB,5D3432379398D8C9,0,0,True,train
T15_lateral_ascending,4115,115,11.4,"[-22, 4.266666666666666, 57.5]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0115.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0115.txt,BCF9EEF03F8BB5F19D8C206375DC8B73D18BC24FC2435D62C69ABF39E8B38572,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,606421706E835DFF9E2846779600E2038E2E8BA01A2FDB6C5C7B7D4A9FA4DC12,D939347E36B2B092,0,0,True,train
T15_lateral_ascending,4115,124,12.3,"[-22, 5.866666666666667, 58.25]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0124.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0124.txt,337D038512C01ACFAB995E211F2CC0DD93824B2F6742BCCFA92105C1430DC55B,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,840FACB0277A11CA500B46D12ACD56E86B53232F84D0C6395C034841A540BFAE,B23A696C2424A1B0,0,0,True,train
T15_lateral_ascending,4115,134,13.3,"[-22, 7.644444444444446, 59.083333333333336]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0134.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0134.txt,5173B872C2DCE7BB570F889E163B429F02DCC570FFDA4B0CD2366BE891499CC1,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,14F947E8AD086BA028DCF9BED62941965D246E388DE5A34B418FFD4723D340C6,24B25259696D6221,0,0,True,train
T15_lateral_ascending,4115,143,14.2,"[-22, 9.244444444444444, 59.83333333333333]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\images\train\T15_lateral_ascending__frame_0143.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v1\dataset\labels\train\T15_lateral_ascending__frame_0143.txt,ADCD974D368662E5B53BE5C43C974ECE92C9E0EBEE2490BE55A97F0CA4C7B465,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,5E19A0178C78F05FC4B5C5D3B2F5515332888777DBD3726731E864528AC2E6F0,442454D259494543,0,0,True,train
